"culture_id";"culture_name";"structure_id";"structure_name";"metacode"
"1841";"Mélange de leg-gram fourragère";"56";"Valotech";"MLG"
"1842";"Autre Assolée";"26";"Euralis";""
"1843";"Blé tendre d'hiver";"61";"FDGEDA";"BTH"
"1844";"Orge d'hiver brassicole";"61";"FDGEDA";"ORH"
"1845";"Colza";"61";"FDGEDA";"CZH"
"1846";"Tournesol";"61";"FDGEDA";"TRN"
"1847";"Lentille";"61";"FDGEDA";"LEC"
"1848";"Pois chiche";"61";"FDGEDA";"PCH"
"1849";"Maïs grain sec";"61";"FDGEDA";"MIS"
"1850";"Pois protéagineux d'hiver";"61";"FDGEDA";"PHI"
"1851";"Lin oléagineux d'hiver";"61";"FDGEDA";"LIH"
"1852";"Quinoa";"61";"FDGEDA";"CAG"
"1854";"Méteil";"61";"FDGEDA";"MLG"
"1855";"Luzerne";"61";"FDGEDA";"LUZ"
"1856";"Féverole d'hiver";"61";"FDGEDA";"FVL"
"1857";"Prairie temporaire";"61";"FDGEDA";"PTR"
"1858";"Prairie permanente";"61";"FDGEDA";"PPH"
"1861";"Lin oléagineux de printemps";"61";"FDGEDA";"LIP"
"1862";"OP brassicole";"61";"FDGEDA";"ORP"
"1863";"Pois protéagineux de printemps";"61";"FDGEDA";"PPR"
"1865";"Autre Assolé";"61";"FDGEDA";""
"1868";"Féverole - Maïs bien irrigué";"3";"Arterris";"MIS"
"1870";"Orge H - Soja alimentaire";"3";"Arterris";"SOJ"
"1871";"Millet";"61";"FDGEDA";"MLT"
"1872";"Blé dur d'hiver";"61";"FDGEDA";"BDH"
"1873";"Maïs sec";"3";"Arterris";"MIS"
"1875";"Ail";"34";"structureTest NicMo";"AIL"
"1876";"Blé dur d'hiver";"34";"structureTest NicMo";"BDH"
"1877";"test";"34";"structureTest NicMo";""
"1878";"test copie";"34";"structureTest NicMo";""
"1879";"Avoine hiver";"61";"FDGEDA";"AVH"
"1880";"Féverole de printemps";"61";"FDGEDA";"FVP"
"1881";"OP fourragère";"61";"FDGEDA";"ORP"
"1883";"Seigle d'hiver";"61";"FDGEDA";"SGH"
"1884";"Trèfle";"61";"FDGEDA";"TRE"
"1885";"Triticale d'hiver";"61";"FDGEDA";"TTH"
"1886";"Coriandre";"61";"FDGEDA";"AAR"
"1887";"Maïs ensilage";"61";"FDGEDA";"MIS"
"1888";"Maïs grain irrigué";"61";"FDGEDA";"MIS"
"1889";"Orge d'hiver fourragère";"61";"FDGEDA";"ORH"
"1891";"Soja";"61";"FDGEDA";"SOJ"
"1892";"Sorgho";"61";"FDGEDA";"SOG"
"1894";"Riz";"3";"Arterris";"RIZ"
"1895";"Pomme de terre irrigation";"60";"GRCETA 27";"PTC"
"1896";"Lin graine d'hiver";"60";"GRCETA 27";"LIH"
"1897";"Blé dur d'hiver";"60";"GRCETA 27";"BDH"
"1899";"Autre Assolé";"62";"Veolia Agriculture";""
"1901";"Betterave";"62";"Veolia Agriculture";"BTN"
"1902";"Blé tendre d'hiver";"62";"Veolia Agriculture";"BTH"
"1903";"Colza";"62";"Veolia Agriculture";"CZH"
"1904";"Féverole d'hiver";"62";"Veolia Agriculture";"FVL"
"1905";"Féverole de printemps";"62";"Veolia Agriculture";"FVP"
"1906";"Jachère";"62";"Veolia Agriculture";"JAC"
"1908";"Lin oléagineux de printemps";"62";"Veolia Agriculture";"LIP"
"1911";"Luzerne";"62";"Veolia Agriculture";"LUZ"
"1912";"Maïs grain";"62";"Veolia Agriculture";"MIS"
"1914";"Orge d'hiver";"62";"Veolia Agriculture";"ORH"
"1915";"Orge de printemps";"62";"Veolia Agriculture";"ORP"
"1916";"Pois protéagineux d'hiver";"62";"Veolia Agriculture";"PHI"
"1917";"Pois protéagineux de printemps";"62";"Veolia Agriculture";"PPR"
"1918";"Pomme de terre";"62";"Veolia Agriculture";"PTC"
"1919";"Prairie permanente";"62";"Veolia Agriculture";"PPH"
"1920";"Prairie temporaire";"62";"Veolia Agriculture";"PTR"
"1922";"Soja";"62";"Veolia Agriculture";"SOJ"
"1923";"Sorgho";"62";"Veolia Agriculture";"SOG"
"1924";"Tournesol";"62";"Veolia Agriculture";"TRN"
"1925";"Triticale d'hiver";"62";"Veolia Agriculture";"TTH"
"1926";"Blé tendre d'hiver - CIVE été SF";"62";"Veolia Agriculture";"BTH"
"1927";"Orge d'hiver - CIVE été SF";"62";"Veolia Agriculture";"ORH"
"1928";"Maïs ensilage";"62";"Veolia Agriculture";"MIS"
"1929";"CIVE hiver SVT - Maïs ensilage";"62";"Veolia Agriculture";"MIS"
"1931";"CIVE hiver RG5 - Maïs ensilage";"62";"Veolia Agriculture";"MIS"
"1933";"Jachère (terre arable)";"61";"FDGEDA";"JAC"
"1934";"Fétuque élevée";"61";"FDGEDA";"PAG"
"1935";"Blé tendre d'hiver";"63";"Chambre d'agriculture Normandie";"BTH"
"1936";"Avoine d'hiver";"63";"Chambre d'agriculture Normandie";"AVH"
"1937";"Autre Assolé";"63";"Chambre d'agriculture Normandie";""
"1938";"Colza";"63";"Chambre d'agriculture Normandie";"CZH"
"1939";"Féverole d'hiver";"63";"Chambre d'agriculture Normandie";"FVL"
"1940";"Jachère";"63";"Chambre d'agriculture Normandie";"JAC"
"1941";"Lin oléagineux d'hiver";"63";"Chambre d'agriculture Normandie";"LIH"
"1942";"Luzerne";"63";"Chambre d'agriculture Normandie";"LUZ"
"1943";"Maïs grain";"63";"Chambre d'agriculture Normandie";"MIS"
"1944";"Orge d'hiver";"63";"Chambre d'agriculture Normandie";"ORH"
"1945";"Pois protéagineux d'hiver";"63";"Chambre d'agriculture Normandie";"PHI"
"1946";"Prairie permanente";"63";"Chambre d'agriculture Normandie";"PPH"
"1947";"Prairie temporaire";"63";"Chambre d'agriculture Normandie";"PTR"
"1948";"Seigle d'hiver";"63";"Chambre d'agriculture Normandie";"SGH"
"1949";"Triticale d'hiver";"63";"Chambre d'agriculture Normandie";"TTH"
"1950";"Féverole de printemps";"63";"Chambre d'agriculture Normandie";"FVP"
"1951";"Lin oléagineux de printemps";"63";"Chambre d'agriculture Normandie";"LIP"
"1952";"Maïs ensilage";"63";"Chambre d'agriculture Normandie";"MIS"
"1953";"Orge de printemps";"63";"Chambre d'agriculture Normandie";"ORP"
"1954";"Pois protéagineux de printemps";"63";"Chambre d'agriculture Normandie";"PPR"
"1955";"Betterave";"63";"Chambre d'agriculture Normandie";"BTN"
"1956";"Pomme de terre";"63";"Chambre d'agriculture Normandie";"PTC"
"1957";"toto";"38";"TEST_DEV_PIERRE";""
"1958";"Durum wheat (winter)";"65";"Roumanie";"BDH"
"1959";"Alfalfa";"65";"Roumanie";"LUZ"
"1960";"Rapeseed";"65";"Roumanie";"CZH"
"1961";"Peas (spring)";"65";"Roumanie";"PPR"
"1962";"Soybean";"65";"Roumanie";"SOJ"
"1963";"Barley (winter)";"65";"Roumanie";"ORH"
"1964";"Potato";"65";"Roumanie";"PTC"
"1965";"Grain maize";"65";"Roumanie";"MIS"
"1966";"Cabbage";"65";"Roumanie";"CHU"
"1967";"Eggplant";"65";"Roumanie";"PVP"
"1968";"Lupine";"65";"Roumanie";"LDH"
"1969";"Onion";"65";"Roumanie";"OIG"
"1970";"Pumpkin";"65";"Roumanie";"POT"
"1971";"Rye";"65";"Roumanie";"SGH"
"1972";"Sorghum";"65";"Roumanie";"SOG"
"1973";"Oat (winter)";"65";"Roumanie";"AVH"
"1974";"Soft wheat (winter)";"65";"Roumanie";"BTH"
"1975";"Barley (spring)";"65";"Roumanie";"ORP"
"1976";"Oat spring";"65";"Roumanie";"AVP"
"1977";"Sweet maize";"65";"Roumanie";"MID"
"1978";"Sunflower";"65";"Roumanie";"TRN"
"1979";"Clover";"65";"Roumanie";"TRE"
"1980";"Chickpea";"65";"Roumanie";"PCH"
"1981";"Lentil";"65";"Roumanie";"LEC"
"1982";"Sugar beet";"65";"Roumanie";"BTN"
"1983";"Hemp (fiber)";"65";"Roumanie";"CHV"
"1984";"Tomato (field)";"65";"Roumanie";"TOM"
"1985";"Bell pepper";"65";"Roumanie";"PVP"
"1986";"Watermelon and melon";"65";"Roumanie";"MLO"
"1987";"Beans (dry)";"65";"Roumanie";"PHS"
"1988";"Tournesol";"63";"Chambre d'agriculture Normandie";"TRN"
"1989";"Blé tendre d'hiver - CIVE été SF irrigué";"62";"Veolia Agriculture";"BTH"
"1990";"Orge prtp3";"59";"esa";"BTH"
"1991";"Orge prtp2";"59";"esa";"BTH"
"1992";"Orge prtp1 copie";"59";"esa";"BTH"
"1993";"Blé tendre d'hiver";"67";"Chambre d'agriculture 21";"BTH"
"1994";"Cameline";"67";"Chambre d'agriculture 21";"CML"
"1995";"Colza";"67";"Chambre d'agriculture 21";"CZH"
"1996";"Epeautre";"67";"Chambre d'agriculture 21";"EPE"
"1997";"Féverole d'hiver";"67";"Chambre d'agriculture 21";"FVL"
"1998";"Luzerne";"67";"Chambre d'agriculture 21";"LUZ"
"1999";"Maïs grain";"67";"Chambre d'agriculture 21";"MIS"
"2000";"Maïs ensilage";"67";"Chambre d'agriculture 21";"MIS"
"2001";"Moutarde d'hiver";"67";"Chambre d'agriculture 21";"MOT"
"2002";"Orge d'hiver";"67";"Chambre d'agriculture 21";"ORH"
"2003";"Pois protéagineux d'hiver";"67";"Chambre d'agriculture 21";"PHI"
"2004";"Prairie permanente";"67";"Chambre d'agriculture 21";"PPH"
"2005";"Prairie temporaire";"67";"Chambre d'agriculture 21";"PTR"
"2006";"Sarrasin";"67";"Chambre d'agriculture 21";"SRS"
"2007";"Seigle d'hiver";"67";"Chambre d'agriculture 21";"SGH"
"2008";"Soja";"67";"Chambre d'agriculture 21";"SOJ"
"2009";"Tournesol";"67";"Chambre d'agriculture 21";"TRN"
"2010";"Triticale d'hiver";"67";"Chambre d'agriculture 21";"TTH"
"2011";"Orge de printemps";"67";"Chambre d'agriculture 21";"ORP"
"2012";"Féverole de printemps";"67";"Chambre d'agriculture 21";"FVP"
"2013";"Pois protéagineux de printemps";"67";"Chambre d'agriculture 21";"PPR"
"2014";"CIVE seigle - Maïs ensilage";"67";"Chambre d'agriculture 21";"MIS"
"2015";"Avoine d'hiver";"67";"Chambre d'agriculture 21";"AVH"
"2016";"Autre assolé";"67";"Chambre d'agriculture 21";""
"2017";"Avoine de printemps";"63";"Chambre d'agriculture Normandie";"AVP"
"2018";"Lin fibres";"63";"Chambre d'agriculture Normandie";"LIF"
"2019";"Jachère (terre arable)";"67";"Chambre d'agriculture 21";"JAC"
"2020";"Féverole - CIVE Maïs ensilage";"62";"Veolia Agriculture";"FVL"
"2021";"CIVE hiver SVT - Maïs grain";"62";"Veolia Agriculture";"MIS"
"2023";"Pois et haricot de conserve";"62";"Veolia Agriculture";"PHF"
"2024";"Épinard, oseille et bette";"62";"Veolia Agriculture";"EPI"
"2025";"Oignon et échalote";"62";"Veolia Agriculture";"OIG"
"2026";"CIVE hiver SVT - Tournesol";"62";"Veolia Agriculture";"TRN"
"2027";"Blé tendre d'hiver";"68";"Cerfrance 49";"BTH"
"2028";"Colza";"68";"Cerfrance 49";"CZH"
"2029";"Féverole d'hiver";"68";"Cerfrance 49";"FVL"
"2030";"Féverole de printemps";"68";"Cerfrance 49";"FVP"
"2031";"Jachère";"68";"Cerfrance 49";"JAC"
"2032";"Luzerne";"68";"Cerfrance 49";"LUZ"
"2033";"Maïs grain";"68";"Cerfrance 49";"MIS"
"2034";"Maïs ensilage";"68";"Cerfrance 49";"MIS"
"2035";"Orge d'hiver";"68";"Cerfrance 49";"ORH"
"2036";"Pois protéagineux d'hiver";"68";"Cerfrance 49";"PHI"
"2037";"Pois protéagineux de printemps";"68";"Cerfrance 49";"PPR"
"2038";"Prairie temporaire";"68";"Cerfrance 49";"PTR"
"2039";"Prairie permanente";"68";"Cerfrance 49";"PPH"
"2040";"Sorgho";"68";"Cerfrance 49";"SOG"
"2041";"Tournesol";"68";"Cerfrance 49";"TRN"
"2042";"Triticale d'hiver";"68";"Cerfrance 49";"TTH"
"2043";"Autre Assolé";"68";"Cerfrance 49";""
"2044";"Seigle d'hiver";"68";"Cerfrance 49";"SGH"
"2045";"Sarrasin";"68";"Cerfrance 49";"SRS"
"2046";"Millet";"68";"Cerfrance 49";"MLT"
"2047";"Orge de printemps";"68";"Cerfrance 49";"ORP"
"2048";"Maïs semense irrigué";"26";"Euralis";"MIS"
"2049";"Maïs semence";"68";"Cerfrance 49";"MIS"
"2050";"Colza trefle nain";"63";"Chambre d'agriculture Normandie";"CZH"
"2051";"Trèfle";"60";"GRCETA 27";"TRE"
"2052";"Petit Epeautre";"37";"Terrena Bio";"EPE"
"2053";"Autre Assolé";"69";"Cerfrance 53-72";""
"2054";"Blé tendre d'hiver";"69";"Cerfrance 53-72";"BTH"
"2055";"Colza";"69";"Cerfrance 53-72";"CZH"
"2056";"Féverole d'hiver";"69";"Cerfrance 53-72";"FVL"
"2057";"Féverole de printemps";"69";"Cerfrance 53-72";"FVP"
"2058";"Jachère";"69";"Cerfrance 53-72";"JAC"
"2059";"Luzerne";"69";"Cerfrance 53-72";"LUZ"
"2060";"Maïs grain";"69";"Cerfrance 53-72";"MIS"
"2061";"Maïs ensilage";"69";"Cerfrance 53-72";"MIS"
"2062";"Millet";"69";"Cerfrance 53-72";"MLT"
"2063";"Orge d'hiver";"69";"Cerfrance 53-72";"ORH"
"2064";"Orge de printemps";"69";"Cerfrance 53-72";"ORP"
"2065";"Pois protéagineux d'hiver";"69";"Cerfrance 53-72";"PHI"
"2066";"Pois protéagineux de printemps";"69";"Cerfrance 53-72";"PPR"
"2067";"Prairie permanente";"69";"Cerfrance 53-72";"PPH"
"2068";"Prairie temporaire";"69";"Cerfrance 53-72";"PTR"
"2069";"Seigle d'hiver";"69";"Cerfrance 53-72";"SGH"
"2070";"Sorgho";"69";"Cerfrance 53-72";"SOG"
"2071";"Tournesol";"69";"Cerfrance 53-72";"TRN"
"2072";"Triticale d'hiver";"69";"Cerfrance 53-72";"TTH"
"2073";"Autre Assolé";"70";"Rives et eaux";""
"2074";"Avoine d'hiver";"70";"Rives et eaux";"AVH"
"2075";"Blé tendre d'hiver";"70";"Rives et eaux";"BTH"
"2076";"Blé dur d'hiver";"70";"Rives et eaux";"BDH"
"2077";"Colza";"70";"Rives et eaux";"CZH"
"2078";"Fèverole d'hiver";"70";"Rives et eaux";"FVL"
"2079";"Jachère";"70";"Rives et eaux";"JAC"
"2080";"Luzerne";"70";"Rives et eaux";"LUZ"
"2081";"Maïs doux irrigué";"70";"Rives et eaux";"MID"
"2082";"Maïs grain";"70";"Rives et eaux";"MIS"
"2083";"Maïs ensilage";"70";"Rives et eaux";"MIS"
"2084";"Maïs semence irrigué";"70";"Rives et eaux";"MIS"
"2085";"Orge d'hiver";"70";"Rives et eaux";"ORH"
"2086";"Orge de printemps";"70";"Rives et eaux";"ORP"
"2087";"Pois chiche";"70";"Rives et eaux";"PCH"
"2088";"Prairie permanente";"70";"Rives et eaux";"PPH"
"2089";"Prairie temporaire";"70";"Rives et eaux";"PTR"
"2090";"Seigle d'hiver";"70";"Rives et eaux";"SGH"
"2091";"Soja";"70";"Rives et eaux";"SOJ"
"2092";"Sorgho";"70";"Rives et eaux";"SOG"
"2093";"Tournesol";"70";"Rives et eaux";"TRN"
"2094";"Maïs ensilage irrigué";"70";"Rives et eaux";"MIS"
"2095";"Maïs grain irrigué";"70";"Rives et eaux";"MIS"
"2096";"Soja irrigué";"70";"Rives et eaux";"SOJ"
"2097";"Sorgho irrigué";"70";"Rives et eaux";"SOG"
"2098";"Pois protéagineux d'hiver";"70";"Rives et eaux";"PHI"
"2099";"Trèfle";"63";"Chambre d'agriculture Normandie";"TRE"
"2100";"Lotier, minette";"63";"Chambre d'agriculture Normandie";"LOT"
"2101";"Maïs grain";"58";"Cavac";"MIS"
"2102";"Maïs semence";"58";"Cavac";"MIS"
"2103";"Autre Assolé";"58";"Cavac";""
"2104";"Chanvre";"58";"Cavac";"CHV"
"2105";"Lentille";"58";"Cavac";"LEC"
"2106";"Haricot frais";"58";"Cavac";"PHF"
"2107";"Haricot secs";"58";"Cavac";"PHS"
"2108";"Pomme de terre";"58";"Cavac";"PTC"
"2109";"Sarrasin";"58";"Cavac";"SRS"
"2110";"Moha";"58";"Cavac";"MOH"
"2111";"Epeautre";"58";"Cavac";"EPE"
"2112";"Lin non textile de printemps";"58";"Cavac";"LIP"
"2113";"Cameline";"58";"Cavac";"CML"
"2115";"Blé de force";"58";"Cavac";"BTH"
"2116";"Maïs grain irrigué";"58";"Cavac";"MIS"
"2117";"Pois chiche";"58";"Cavac";"LEC"
"2118";"Chanvre";"63";"Chambre d'agriculture Normandie";"CHV"
"2119";"Maïs grain humide";"63";"Chambre d'agriculture Normandie";"MIS"
"2120";"Betterave copie";"63";"Chambre d'agriculture Normandie";"BTN"
"2121";"Seigle Maïs En";"63";"Chambre d'agriculture Normandie";"MIS"
"2122";"Trèfle";"67";"Chambre d'agriculture 21";"TRE"
"2123";"Salsifi";"63";"Chambre d'agriculture Normandie";""
"2124";"Meteil Maïs E";"63";"Chambre d'agriculture Normandie";"MIS"
"2125";"Sarrasin";"63";"Chambre d'agriculture Normandie";"TTH"
"2126";"Jachère";"53";"Eureden";"JAC"
"2127";"vide";"37";"Terrena Bio";""
"2128";"Meteil grain";"69";"Cerfrance 53-72";"CPL"
"2129";"Maïs ensilage RGI";"69";"Cerfrance 53-72";"MIS"
"2130";"Prairie temporaire RGI Trefle";"69";"Cerfrance 53-72";"PTR"
"2131";"Arable other crop";"65";"Roumanie";""
"2132";"lin";"69";"Cerfrance 53-72";""
"2133";"Maïs ensilage Meteil";"69";"Cerfrance 53-72";"MIS"
