"culture_id";"culture_name";"structure_id";"structure_name";"metacode"
"155";"Soja";"4";"Assolia";"SOJ"
"156";"Blé de force";"4";"Assolia";"BTH"
"157";"Orge de printemps";"4";"Assolia";"ORP"
"158";"Maïs tardif";"4";"Assolia";"MIS"
"159";"Tournesol";"4";"Assolia";"TRN"
"160";"Prairie temporaire";"4";"Assolia";"PTR"
"161";"Colza";"4";"Assolia";"CZH"
"162";"Blé tendre";"4";"Assolia";"BTH"
"163";"Blé dur";"4";"Assolia";"BDH"
"164";"Triticale";"4";"Assolia";"TTH"
"165";"Avoine";"4";"Assolia";"AVH"
"166";"Seigle";"4";"Assolia";"SGH"
"167";"Betterave";"4";"Assolia";"BTN"
"169";"Bourrache printemps";"4";"Assolia";""
"170";"Pois d'hiver";"4";"Assolia";"PHI"
"171";"Sorgho";"4";"Assolia";"SOG"
"196";"Soja";"5";"Albinet nutrition";"SOJ"
"197";"Blé de force";"5";"Albinet nutrition";"BTH"
"198";"Orge";"5";"Albinet nutrition";"ORH"
"199";"Maïs grain";"5";"Albinet nutrition";"MIS"
"200";"Tournesol";"5";"Albinet nutrition";"TRN"
"201";"Luzerne";"5";"Albinet nutrition";"LUZ"
"202";"Colza";"5";"Albinet nutrition";"CZH"
"203";"Blé tendre";"5";"Albinet nutrition";"BTH"
"204";"Blé dur";"5";"Albinet nutrition";"BDH"
"205";"Triticale";"5";"Albinet nutrition";"TTH"
"206";"Avoine";"5";"Albinet nutrition";"AVH"
"207";"Seigle";"5";"Albinet nutrition";"SGH"
"210";"Lin oléagineux";"5";"Albinet nutrition";"LIH"
"211";"Pois";"5";"Albinet nutrition";"PHI"
"212";"Sorgho";"5";"Albinet nutrition";"SOG"
"218";"Autre Assolé";"3";"Arterris";""
"222";"Vide";"3";"Arterris";""
"223";"Tournesol oléique";"3";"Arterris";"TRN"
"224";"Colza";"3";"Arterris";"CZH"
"225";"Blé dur";"3";"Arterris";"BDH"
"226";"Blé tendre";"3";"Arterris";"BTH"
"227";"Orge d'hiver";"3";"Arterris";"ORH"
"228";"Maïs bien irrigué";"3";"Arterris";"MIS"
"229";"Maïs en sec";"3";"Arterris";"MIS"
"230";"Sorgho en sec";"3";"Arterris";"SOG"
"231";"Pois chiche";"3";"Arterris";"PCH"
"232";"Soja irrigué";"3";"Arterris";"SOJ"
"233";"Pois d'hiver";"3";"Arterris";"PHI"
"234";"Blé tendre de force";"3";"Arterris";"BTH"
"235";"Orge de brasserie";"3";"Arterris";"ORH"
"236";"Tournesol classique";"3";"Arterris";"TRN"
"237";"Pois de printemps";"3";"Arterris";"PPR"
"238";"Soja sec";"3";"Arterris";"SOJ"
"242";"Féverole";"4";"Assolia";"FVP"
"244";"Orge d'hiver";"4";"Assolia";"ORH"
"248";"Pois chiche";"4";"Assolia";"PCH"
"251";"Pomme de terre";"4";"Assolia";"PTC"
"254";"Maïs Irrigué";"4";"Assolia";"MIS"
"257";"Soja irrigué";"4";"Assolia";"SOJ"
"282";"Prairie permanente";"4";"Assolia";"PPH"
"314";"Mais ensilage sec";"7";"NatUp";"MIS"
"315";"Sorgho";"7";"NatUp";"SOG"
"317";"Colza sec";"7";"NatUp";"CZH"
"318";"Blé tendre sec";"7";"NatUp";"BTH"
"323";"Betterave";"7";"NatUp";"BTN"
"325";"Pois";"7";"NatUp";"PHI"
"327";"Féverole";"7";"NatUp";"FVL"
"328";"Orge d'hiver";"7";"NatUp";"ORH"
"330";"Pomme de terre consommation";"7";"NatUp";"PTC"
"333";"Prairie Permanente";"7";"NatUp";"PPH"
"335";"Maïs grain sec";"7";"NatUp";"MIS"
"339";"Lin fibre";"7";"NatUp";"LIF"
"341";"Jachère";"7";"NatUp";"JAC"
"346";"Jachère";"3";"Arterris";"JAC"
"347";"Prairie temporaire 1 an";"3";"Arterris";"PTR"
"349";"Maïs moyennement irrigué";"3";"Arterris";"MIS"
"355";"Sorgho irrigué";"3";"Arterris";"SOG"
"357";"Triticale";"3";"Arterris";"TTH"
"358";"Prairie temporaire 2 ans";"3";"Arterris";"PTR"
"359";"Prairie temporaire 3 ans";"3";"Arterris";"PTR"
"365";"Maïs semence Fertile";"3";"Arterris";"MIS"
"368";"Blé dur contrat panzani";"3";"Arterris";"BDH"
"377";"Blé tendre sec";"9";"Groupe Bernard";"BTH"
"379";"Colza sec";"9";"Groupe Bernard";"CZH"
"381";"Maïs ensilage irrigué";"9";"Groupe Bernard";"MIS"
"382";"Maïs grain sec";"9";"Groupe Bernard";"MIS"
"383";"Orge";"9";"Groupe Bernard";"ORH"
"384";"Prairie permanente";"9";"Groupe Bernard";"PPH"
"385";"Prairie temporaire";"9";"Groupe Bernard";"PTR"
"386";"Soja sec";"9";"Groupe Bernard";"SOJ"
"387";"Tournesol";"9";"Groupe Bernard";"TRN"
"388";"Triticale";"9";"Groupe Bernard";"TTH"
"390";"Maïs semence Stérile";"3";"Arterris";"MIS"
"391";"Blé tendre BPC";"3";"Arterris";"BTH"
"415";"Avoine";"3";"Arterris";"AVH"
"422";"Luzerne 1 an";"3";"Arterris";"LUZ"
"423";"Luzerne 2 ans";"3";"Arterris";"LUZ"
"424";"Luzerne 3 ans";"3";"Arterris";"LUZ"
"425";"Ray grass";"3";"Arterris";"PTR"
"426";"Prairie permanente";"3";"Arterris";"PPH"
"427";"Porte graine hiver";"3";"Arterris";"FLA"
"428";"Porte graine Printemps";"3";"Arterris";"FLA"
"433";"Blé tendre";"12";"Centre france";"BTH"
"434";"Colza";"12";"Centre france";"CZH"
"435";"Maïs grain";"12";"Centre france";"MIS"
"437";"Tournesol oléique";"12";"Centre france";"TRN"
"438";"Orge d'hiver";"12";"Centre france";"ORH"
"439";"Triticale";"12";"Centre france";"TTH"
"440";"Feverole";"12";"Centre france";"FVP"
"441";"Pois d'hiver";"12";"Centre france";"PHI"
"442";"Blé dur";"12";"Centre france";"BDH"
"443";"Orge de printemps";"12";"Centre france";"ORP"
"456";"Blé tendre hiver";"13";"Carré";"BTH"
"457";"Orge d'hiver";"13";"Carré";"ORH"
"460";"Orge de printemps";"13";"Carré";"ORP"
"461";"Maïs fourrage";"13";"Carré";"MIS"
"462";"Colza";"13";"Carré";"CZH"
"463";"Maïs grain";"13";"Carré";"MIS"
"464";"Tournesol";"13";"Carré";"TRN"
"465";"Pois de printemps";"13";"Carré";"PPR"
"466";"Feverole";"13";"Carré";"FVP"
"467";"Betterave sucrière";"13";"Carré";"BTN"
"468";"Pomme de terre consommation";"13";"Carré";"PTC"
"469";"Lin textile";"13";"Carré";"LIF"
"472";"Blé tendre";"14";"Comptoir agricole";"BTH"
"473";"Orge d'hiver";"14";"Comptoir agricole";"ORH"
"474";"Orge de printemps";"14";"Comptoir agricole";"ORP"
"475";"Maïs grain";"14";"Comptoir agricole";"MIS"
"476";"Maïs fourrage";"14";"Comptoir agricole";"MIS"
"478";"Pois protéagineux";"14";"Comptoir agricole";"PHI"
"479";"Colza";"14";"Comptoir agricole";"CZH"
"480";"Pomme de terre conso";"14";"Comptoir agricole";"PTC"
"481";"Betterave sucrière";"14";"Comptoir agricole";"BTN"
"487";"Tournesol";"14";"Comptoir agricole";"TRN"
"488";"Soja";"14";"Comptoir agricole";"SOJ"
"492";"Soja semence";"14";"Comptoir agricole";"SOJ"
"493";"Tournesol semence";"14";"Comptoir agricole";"TRN"
"494";"Maïs grain Waxy";"14";"Comptoir agricole";"MIS"
"495";"Maïs grain Cribs";"14";"Comptoir agricole";"MIS"
"496";"Blé dur";"14";"Comptoir agricole";"BDH"
"497";"Avoine";"15";"Modele Bio";"AVH"
"498";"Colza";"15";"Modele Bio";"CZH"
"499";"Maïs";"15";"Modele Bio";"MIS"
"500";"Pois protéagineux";"15";"Modele Bio";"PHI"
"501";"Luzerne";"15";"Modele Bio";"LUZ"
"502";"Lentille";"15";"Modele Bio";"LEC"
"503";"Soja";"15";"Modele Bio";"SOJ"
"504";"Blé tendre";"15";"Modele Bio";"BTH"
"505";"Blé dur";"15";"Modele Bio";"BDH"
"506";"Triticale";"15";"Modele Bio";"TTH"
"507";"Orge d'hiver";"15";"Modele Bio";"ORH"
"508";"Orge de printemps";"15";"Modele Bio";"ORP"
"509";"Feverole";"15";"Modele Bio";"FVL"
"510";"Tournesol";"15";"Modele Bio";"TRN"
"511";"Pois chiche";"15";"Modele Bio";"PCH"
"512";"Betterave sucrière";"12";"Centre france";"BTN"
"513";"Pomme de terre";"12";"Centre france";"PTC"
"514";"Lentille";"12";"Centre france";"LEC"
"515";"Oignon";"12";"Centre france";"OIG"
"516";"Soja";"12";"Centre france";"SOJ"
"522";"Blé dur contrat panzani";"4";"Assolia";"BDH"
"523";"Blé tendre";"16";"Cerfrance adour ";"BTH"
"524";"Maïs grain non irrigué";"16";"Cerfrance adour ";"MIS"
"525";"Colza";"16";"Cerfrance adour ";"CZH"
"526";"Tournesol";"16";"Cerfrance adour ";"TRN"
"527";"Soja";"16";"Cerfrance adour ";"SOJ"
"528";"Pois";"16";"Cerfrance adour ";"PHI"
"529";"Haricot double";"16";"Cerfrance adour ";"PHF"
"530";"Petit pois/haricot";"16";"Cerfrance adour ";"PHF"
"531";"Blé dur";"16";"Cerfrance adour ";"BDH"
"532";"Orge d'hiver";"16";"Cerfrance adour ";"ORH"
"533";"Orge de printemps";"16";"Cerfrance adour ";"ORP"
"534";"Triticale";"16";"Cerfrance adour ";"TTH"
"535";"Maïs grain irrigué";"16";"Cerfrance adour ";"MIS"
"536";"Sorgho";"16";"Cerfrance adour ";"SOG"
"537";"Maïs semence";"16";"Cerfrance adour ";"MIS"
"538";"Avoine";"16";"Cerfrance adour ";"AVH"
"539";"Feverole";"16";"Cerfrance adour ";"FVL"
"540";"Jachère";"14";"Comptoir agricole";"JAC"
"541";"Maïs autoconsommation";"16";"Cerfrance adour ";"MIS"
"546";"Pomme de terre fécule";"13";"Carré";"PTC"
"547";"Soja";"13";"Carré";"SOJ"
"553";"Betterave sucrière NNI";"13";"Carré";"BTN"
"554";"Jachère";"13";"Carré";"JAC"
"555";"Autres cultures";"9";"Groupe Bernard";""
"556";"Autres utilisations";"9";"Groupe Bernard";""
"557";"Bande enherbée";"9";"Groupe Bernard";"BTA"
"559";"Fourrage";"9";"Groupe Bernard";""
"560";"Jachère";"9";"Groupe Bernard";"JAC"
"562";"Méteil grain";"9";"Groupe Bernard";"CPL"
"563";"Sarrasin";"9";"Groupe Bernard";"SRS"
"565";"Avoine";"9";"Groupe Bernard";"AVH"
"566";"Blé dur";"9";"Groupe Bernard";"BDH"
"567";"Blé tendre irrigué";"9";"Groupe Bernard";"BTH"
"569";"Chanvre";"9";"Groupe Bernard";"CHV"
"570";"Colza irrigué";"9";"Groupe Bernard";"CZH"
"571";"Féverole";"9";"Groupe Bernard";"FVL"
"573";"Lentilles";"9";"Groupe Bernard";"LEC"
"575";"Légumes";"9";"Groupe Bernard";""
"576";"Lin";"9";"Groupe Bernard";"LIH"
"577";"Luzerne";"9";"Groupe Bernard";"LUZ"
"578";"Maïs ensilage sec";"9";"Groupe Bernard";"MIS"
"579";"Maïs grain irrigué";"9";"Groupe Bernard";"MIS"
"580";"Maïs semences";"9";"Groupe Bernard";"MIS"
"581";"Pois";"9";"Groupe Bernard";"PHI"
"582";"Seigle";"9";"Groupe Bernard";"SGH"
"583";"Soja irrigué";"9";"Groupe Bernard";"SOJ"
"584";"Sorgho fourrager";"9";"Groupe Bernard";"SOG"
"585";"Sorgho";"9";"Groupe Bernard";"SOG"
"586";"Tournesol semences";"9";"Groupe Bernard";"TRN"
"587";"Pomme de terre";"9";"Groupe Bernard";"PTC"
"588";"Jachère";"19";"PERIG";"JAC"
"589";"Betterave sucrière";"19";"PERIG";"BTN"
"590";"Blé tendre sec";"19";"PERIG";"BTH"
"591";"Colza";"19";"PERIG";"CZH"
"592";"Féverole";"19";"PERIG";"FVL"
"593";"Lin textile";"19";"PERIG";"LIF"
"594";"Maïs fourrage";"19";"PERIG";"MIS"
"595";"Maïs grain";"19";"PERIG";"MIS"
"596";"Orge d'hiver";"19";"PERIG";"ORH"
"597";"Orge de printemps";"19";"PERIG";"ORP"
"598";"POIS DE CONSERVE / HARICOTS";"19";"PERIG";"PHS"
"599";"Pomme de terre conso";"19";"PERIG";"PTC"
"600";"Pomme de terre féculée";"19";"PERIG";"PTC"
"601";"Soja sec";"19";"PERIG";"SOJ"
"602";"Tournesol";"19";"PERIG";"TRN"
"603";"Betterave sucrière NNI";"19";"PERIG";"BTN"
"610";"Pois chiche";"19";"PERIG";"PCH"
"611";"Prairie permanente";"19";"PERIG";"PPH"
"612";"Ray Gras";"19";"PERIG";"PTR"
"613";"Féverole";"3";"Arterris";"FVL"
"614";"Colza semence";"3";"Arterris";"CZH"
"616";"Maïs ensilage irrigué";"7";"NatUp";"MIS"
"617";"Maïs grain irrigué";"7";"NatUp";"MIS"
"618";"Prairie temporaire";"7";"NatUp";"PTR"
"620";"Luzerne";"7";"NatUp";"LUZ"
"622";"Blé dur";"21";"Arterris sud-est";"BDH"
"623";"Blé dur Panzani";"21";"Arterris sud-est";"BDH"
"624";"Blé tendre de force";"21";"Arterris sud-est";"BTH"
"625";"Blé tendre";"21";"Arterris sud-est";"BTH"
"626";"Orge d'hiver";"21";"Arterris sud-est";"ORH"
"627";"Colza";"21";"Arterris sud-est";"CZH"
"628";"Pois chiche";"21";"Arterris sud-est";"PCH"
"629";"Tournesol oléique";"21";"Arterris sud-est";"TRN"
"631";"Maïs TB irrigué";"21";"Arterris sud-est";"MIS"
"632";"Maïs moyennement irrigué";"21";"Arterris sud-est";"MIS"
"633";"Sorgho en sec";"21";"Arterris sud-est";"SOG"
"634";"Sorgho irrigué";"21";"Arterris sud-est";"SOG"
"635";"Soja irrigué";"21";"Arterris sud-est";"SOJ"
"636";"Soja en sec";"21";"Arterris sud-est";"SOJ"
"637";"Riz";"21";"Arterris sud-est";"RIZ"
"642";"Prairie permanente";"14";"Comptoir agricole";"PPH"
"644";"Prairie temporaire";"14";"Comptoir agricole";"PTR"
"646";"Chircorée Witloof";"13";"Carré";"LBF"
"647";"Prairie permanente";"13";"Carré";"PPH"
"648";"Bande tampon";"13";"Carré";"BTA"
"649";"Luzerne";"13";"Carré";"LUZ"
"652";"Betterave sucrière";"22";"Noriap";"BTN"
"654";"Blé tendre hiver";"22";"Noriap";"BTH"
"655";"Colza";"22";"Noriap";"CZH"
"656";"Feverole printemps";"22";"Noriap";"FVL"
"657";"Jachère";"22";"Noriap";"JAC"
"658";"Lin textile";"22";"Noriap";"LIF"
"659";"Maïs fourrage";"22";"Noriap";"MIS"
"660";"Maïs grain";"22";"Noriap";"MIS"
"661";"Orge d'hiver";"22";"Noriap";"ORH"
"662";"Orge de printemps";"22";"Noriap";"ORP"
"663";"Pois de printemps";"22";"Noriap";"PPR"
"664";"Pomme de terre consommation";"22";"Noriap";"PTC"
"665";"Pomme de terre fécule";"22";"Noriap";"PTC"
"666";"Soja";"22";"Noriap";"SOJ"
"667";"Tournesol";"22";"Noriap";"TRN"
"669";"Avoine vêtue";"3";"Arterris";"AVH"
"672";"Blé améliorant Izalco";"3";"Arterris";"BTH"
"678";"Maïs irrigué";"3";"Arterris";"MIS"
"679";"Orge brassicole d'hiver";"3";"Arterris";"ORH"
"680";"Orge brassicole de printemps";"3";"Arterris";"ORP"
"681";"Orge fourragère d'hiver";"3";"Arterris";"ORH"
"683";"Lentilles";"3";"Arterris";"LEC"
"684";"Lin de printemps";"3";"Arterris";"LIP"
"693";"Tournesol";"3";"Arterris";"TRN"
"695";"Seigle";"3";"Arterris";"SGH"
"697";"Sarrasin";"3";"Arterris";"SRS"
"699";"Chicorée Witloof";"22";"Noriap";"LBF"
"701";"Prairie permanente";"22";"Noriap";"PPH"
"702";"Prairie temporaire";"22";"Noriap";"PTR"
"703";"Pois potager alimentaire";"22";"Noriap";"PHF"
"704";"Haricot vert mangetout";"22";"Noriap";"PHF"
"705";"Avoine hiver";"22";"Noriap";"AVH"
"706";"POIS DE CONSERVE / HARICOTS";"22";"Noriap";"PHS"
"708";"Autres cultures";"22";"Noriap";""
"720";"Mélange légumineuse fourrage";"4";"Assolia";"PAG"
"721";"Mélange céréales / prot. grain";"4";"Assolia";"CPL"
"722";"Prairie temporaire pâtur./fauch.";"4";"Assolia";"PTR"
"723";"Trèfle Alexandrie fourrage";"4";"Assolia";"TRE"
"724";"Jachère";"4";"Assolia";"JAC"
"725";"Sorgho moyennement irrigué";"21";"Arterris sud-est";"SOG"
"726";"Avoine";"25";"Hectar";"AVH"
"727";"Betterave";"25";"Hectar";"BTN"
"728";"Blé tendre";"25";"Hectar";"BTH"
"729";"Bourrache printemps";"25";"Hectar";""
"730";"Colza";"25";"Hectar";"CZH"
"731";"Féverole";"25";"Hectar";"FVL"
"732";"Jachère";"25";"Hectar";"JAC"
"733";"Luzerne";"25";"Hectar";"LUZ"
"734";"Maïs";"25";"Hectar";"MIS"
"735";"Mélange céréales / prot. grain";"25";"Hectar";"CPL"
"736";"Mélange légumineuse fourrage";"25";"Hectar";"PAG"
"737";"Orge d'hiver";"25";"Hectar";"ORH"
"738";"Orge de printemps";"25";"Hectar";"ORP"
"739";"Pois chiche";"25";"Hectar";"PCH"
"740";"Pois d'hiver";"25";"Hectar";"PHI"
"741";"Prairie permanente";"25";"Hectar";"PPH"
"742";"Prairie temporaire pâtur./fauch.";"25";"Hectar";"PTR"
"743";"Seigle";"25";"Hectar";"SGH"
"744";"Soja";"25";"Hectar";"SOJ"
"745";"Sorgho";"25";"Hectar";"SOG"
"746";"Tournesol";"25";"Hectar";"TRN"
"747";"Triticale";"25";"Hectar";"TTH"
"748";"Trèfle Alexandrie fourrage";"25";"Hectar";"TRE"
"749";"Vide";"9";"Groupe Bernard";""
"754";"Avoine";"26";"Euralis";"AVH"
"755";"Blé de force";"26";"Euralis";"BTH"
"756";"Blé dur";"26";"Euralis";"BDH"
"758";"Blé tendre";"26";"Euralis";"BTH"
"759";"Colza";"26";"Euralis";"CZH"
"760";"Féverole";"26";"Euralis";"FVL"
"761";"Jachère";"26";"Euralis";"JAC"
"762";"Luzerne";"26";"Euralis";"LUZ"
"763";"Maïs";"26";"Euralis";"MIS"
"764";"Maïs Irrigué";"26";"Euralis";"MIS"
"765";"Orge d'hiver";"26";"Euralis";"ORH"
"766";"Orge de printemps";"26";"Euralis";"ORP"
"767";"Pois chiche";"26";"Euralis";"PCH"
"768";"Pois d'hiver";"26";"Euralis";"PHI"
"769";"Prairie permanente";"26";"Euralis";"PPH"
"770";"Prairie temporaire pâtur./fauch.";"26";"Euralis";"PTR"
"771";"Seigle";"26";"Euralis";"SGH"
"772";"Soja";"26";"Euralis";"SOJ"
"775";"Tournesol";"26";"Euralis";"TRN"
"777";"Maïs doux irrigué";"26";"Euralis";"MID"
"778";"Lentilles";"26";"Euralis";"LEC"
"779";"Haricots secs";"26";"Euralis";"PHS"
"782";"Maïs semences";"4";"Assolia";"MIS"
"783";"Soja irrigué";"26";"Euralis";"SOJ"
"784";"Sorgho";"26";"Euralis";"SOG"
"785";"Triticale";"26";"Euralis";"TTH"
"788";"Triticale";"28";"D2N";"TTH"
"789";"Blé tendre";"28";"D2N";"BTH"
"790";"Colza";"28";"D2N";"CZH"
"791";"Féverole";"28";"D2N";"FVP"
"792";"Jachère";"28";"D2N";"JAC"
"793";"Luzerne";"28";"D2N";"LUZ"
"794";"Maïs ensilage";"28";"D2N";"MIS"
"795";"Maïs grain";"28";"D2N";"MIS"
"796";"Orge d'hiver";"28";"D2N";"ORH"
"797";"Orge de printemps";"28";"D2N";"ORP"
"798";"Pois de printemps";"28";"D2N";"PPR"
"799";"Prairie permanente";"28";"D2N";"PPH"
"800";"Prairie temporaire pâtur./fauch.";"28";"D2N";"PTR"
"801";"Tournesol";"28";"D2N";"TRN"
"802";"Lin textile de printemps";"28";"D2N";"LIF"
"803";"PDT Chair ferme";"28";"D2N";"PTC"
"804";"Avoine d'hiver";"28";"D2N";"AVH"
"805";"Betteraves fourragères";"28";"D2N";"BTN"
"807";"Carottes";"22";"Noriap";"CAR"
"823";"Blé tendre";"29";"Alliance BFC";"BTH"
"824";"Blé améliorant";"29";"Alliance BFC";"BTH"
"825";"Colza";"29";"Alliance BFC";"CZH"
"826";"Féverole";"29";"Alliance BFC";"FVL"
"827";"Lin";"29";"Alliance BFC";"LIH"
"828";"Luzerne";"29";"Alliance BFC";"LUZ"
"829";"Maïs";"29";"Alliance BFC";"MIS"
"830";"Maïs Irrigué";"29";"Alliance BFC";"MIS"
"831";"Moutarde";"29";"Alliance BFC";"MOT"
"832";"Orge de printemps";"29";"Alliance BFC";"ORP"
"833";"Orge d'hiver";"29";"Alliance BFC";"ORH"
"834";"Pois";"29";"Alliance BFC";"PHI"
"835";"Soja";"29";"Alliance BFC";"SOJ"
"836";"Sorgho";"29";"Alliance BFC";"SOG"
"837";"Tournesol";"29";"Alliance BFC";"TRN"
"838";"Triticale";"29";"Alliance BFC";"TTH"
"839";"Jachère";"29";"Alliance BFC";"JAC"
"840";"Prairie permanente";"29";"Alliance BFC";"PPH"
"841";"Prairie temporaire";"29";"Alliance BFC";"PTR"
"843";"Vide";"28";"D2N";""
"844";"Lin textile d'hiver";"28";"D2N";"LIF"
"845";"Blé dur";"30";"Ocealia";"BDH"
"846";"Avoine / seigle / triticale";"30";"Ocealia";"TTH"
"847";"Orge hiver";"30";"Ocealia";"ORH"
"848";"Blé tendre";"30";"Ocealia";"BTH"
"849";"Orge printemps";"30";"Ocealia";"ORP"
"850";"Maïs grain";"30";"Ocealia";"MIS"
"851";"Maïs grain irrigué";"30";"Ocealia";"MIS"
"852";"Lin printemps";"30";"Ocealia";"LIP"
"853";"Lin hiver";"30";"Ocealia";"LIH"
"854";"Colza";"30";"Ocealia";"CZH"
"855";"Pois printemps";"30";"Ocealia";"PPR"
"856";"Lentille / pois chiche";"30";"Ocealia";"LEC"
"857";"Protéagineux hiver";"30";"Ocealia";"PHI"
"858";"Soja";"30";"Ocealia";"SOJ"
"859";"Maïs pop-corn";"30";"Ocealia";"MIS"
"860";"Fourrage maïs / sorgho";"30";"Ocealia";"MIS"
"861";"Autre assolé";"30";"Ocealia";""
"862";"Prairie temporaire";"30";"Ocealia";"PTR"
"863";"Prairie permanente";"30";"Ocealia";"PPH"
"864";"Oeillette";"30";"Ocealia";"OEI"
"865";"Légumineuses fourrage";"30";"Ocealia";"PAG"
"866";"Tournesol";"30";"Ocealia";"TRN"
"867";"Mélange fourrage";"30";"Ocealia";"CPL"
"868";"Mélange grain";"30";"Ocealia";"CPL"
"869";"Jachère";"30";"Ocealia";"JAC"
"872";"Blé dur hiver";"22";"Noriap";"BDH"
"877";"Cameline";"22";"Noriap";"CML"
"878";"Epinards";"22";"Noriap";"EPI"
"881";"Pois prot Hiver";"22";"Noriap";"PHI"
"882";"Flageolet";"22";"Noriap";"PHS"
"884";"Luzerne";"22";"Noriap";"LUZ"
"885";"Triticale";"22";"Noriap";"TTH"
"887";"RG porte graine";"22";"Noriap";"PTR"
"888";"Fétuque porte graine";"22";"Noriap";"FNU"
"893";"Ray grass";"30";"Ocealia";"PTR"
"894";"Maïs ensilage irrigué";"30";"Ocealia";"MIS"
"897";"Luzerne";"4";"Assolia";"LUZ"
"898";"Mais dry";"4";"Assolia";"MIS"
"906";"Autres cultures";"31";"La Flandre - Noriap";""
"907";"Avoine";"31";"La Flandre - Noriap";"AVH"
"908";"Betterave sucrière";"31";"La Flandre - Noriap";"BTN"
"909";"Betterave sucrière NNI";"31";"La Flandre - Noriap";"BTN"
"910";"Blé dur hiver";"31";"La Flandre - Noriap";"BDH"
"911";"Blé tendre hiver";"31";"La Flandre - Noriap";"BTH"
"912";"CIVES";"31";"La Flandre - Noriap";""
"913";"Cameline";"31";"La Flandre - Noriap";"CML"
"914";"Carottes";"31";"La Flandre - Noriap";"CAR"
"915";"Chicorée Witloof";"31";"La Flandre - Noriap";"LBF"
"916";"Colza";"31";"La Flandre - Noriap";"CZH"
"917";"Epinards";"31";"La Flandre - Noriap";"EPI"
"918";"Feverole";"31";"La Flandre - Noriap";"FVL"
"919";"Flageolet";"31";"La Flandre - Noriap";"PHS"
"920";"Fétuque porte graine";"31";"La Flandre - Noriap";"FNU"
"921";"Haricot vert mangetout";"31";"La Flandre - Noriap";"PHF"
"922";"Jachère";"31";"La Flandre - Noriap";"JAC"
"923";"Lin textile";"31";"La Flandre - Noriap";"LIF"
"924";"Lupin";"31";"La Flandre - Noriap";"LDH"
"925";"Luzerne";"31";"La Flandre - Noriap";"LUZ"
"926";"Maïs fourrage";"31";"La Flandre - Noriap";"MIS"
"927";"Maïs grain";"31";"La Flandre - Noriap";"MIS"
"928";"Maïs grain irrigué";"31";"La Flandre - Noriap";"MIS"
"929";"Orge d'hiver";"31";"La Flandre - Noriap";"ORH"
"930";"Orge de printemps";"31";"La Flandre - Noriap";"ORP"
"931";"POIS DE CONSERVE / HARICOTS";"31";"La Flandre - Noriap";"PHS"
"932";"Pois de printemps";"31";"La Flandre - Noriap";"PPR"
"934";"Pois potager alimentaire";"31";"La Flandre - Noriap";"PHF"
"935";"Pois prot Hiver";"31";"La Flandre - Noriap";"PHI"
"936";"Pomme de terre consommation";"31";"La Flandre - Noriap";"PTC"
"937";"Prairie permanente";"31";"La Flandre - Noriap";"PPH"
"938";"Prairie temporaire";"31";"La Flandre - Noriap";"PTR"
"939";"RG porte graine";"31";"La Flandre - Noriap";"PTR"
"940";"Soja";"31";"La Flandre - Noriap";"SOJ"
"941";"Sorgho";"31";"La Flandre - Noriap";"SOG"
"942";"Tournesol";"31";"La Flandre - Noriap";"TRN"
"943";"Triticale";"31";"La Flandre - Noriap";"TTH"
"944";"Autres céréales d'hiver";"31";"La Flandre - Noriap";"CAH"
"945";"Lin oléagineux";"31";"La Flandre - Noriap";"LIH"
"946";"Autres céréales de printemps";"31";"La Flandre - Noriap";"CAG"
"947";"Chou de Bruxelles";"31";"La Flandre - Noriap";"CHU"
"948";"Chou fleur";"31";"La Flandre - Noriap";"CHU"
"949";"Oignon de semis";"31";"La Flandre - Noriap";"OIG"
"952";"Poireau";"31";"La Flandre - Noriap";"POR"
"953";"Oignon de bulbille";"31";"La Flandre - Noriap";"OIG"
"954";"Céleri rave";"31";"La Flandre - Noriap";"CEL"
"955";"Carotte nantaise";"31";"La Flandre - Noriap";"CAR"
"956";"Pomme de terre fecule";"31";"La Flandre - Noriap";"PTC"
"960";"Autres céréales d'hiver";"22";"Noriap";"CAH"
"961";"Autres céréales de printemps";"22";"Noriap";"CAG"
"962";"Lin oléagineux";"22";"Noriap";"LIH"
"973";"Miscanthus";"32";"Cogedis ";"MSW"
"974";"Blé tendre";"32";"Cogedis ";"BTH"
"975";"Colza";"32";"Cogedis ";"CZH"
"976";"Jachère";"32";"Cogedis ";"JAC"
"977";"Maïs ensilage";"32";"Cogedis ";"MIS"
"978";"Luzerne";"32";"Cogedis ";"LUZ"
"979";"Maïs grain sec";"32";"Cogedis ";"MIS"
"980";"Orge hiver";"32";"Cogedis ";"ORH"
"981";"Trefle";"32";"Cogedis ";"TRE"
"982";"Prairie permanente";"32";"Cogedis ";"PPH"
"983";"Prairie temporaire";"32";"Cogedis ";"PTR"
"984";"Betterave fouragère";"32";"Cogedis ";"BTN"
"985";"Triticale";"32";"Cogedis ";"TTH"
"986";"Bandes tampons/enherbées";"32";"Cogedis ";"BTA"
"987";"Surface non exploitée";"32";"Cogedis ";""
"988";"Pomme de terre";"32";"Cogedis ";"PTC"
"989";"Moha fourrage";"32";"Cogedis ";"MOH"
"990";"Autre culture";"32";"Cogedis ";""
"997";"Avoine";"36";"Oxagri";"AVH"
"998";"Blé dur";"36";"Oxagri";"BDH"
"999";"Blé tendre";"36";"Oxagri";"BTH"
